country,surveyelapse,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,operatingsystem,browser,screenw,screenh,introelapse,testelapse,extroversion,neuroticism,agreeableness,conscientiousness,openness,grit,vocabulary
US,112,2,1,male,1,22,right,1,1,white or indigenous,no,never,2,Windows,Microsoft Internet Explorer,1366,768,4,159,10,18,8,15,18,-14,9
IT,154,2,3,male,2,28,right,2,2,white or indigenous,no,never,2,Windows,Chrome,1920,1080,6,1208,0,28,15,-3,28,20,11
US,193,2,2,male,1,49,right,7,1,white or indigenous,yes,currently,3,Windows,Microsoft Internet Explorer,1024,768,5,254,2,17,14,15,21,-6,9
US,187,2,3,male,1,17,right,4,1,other,no,never,3,Windows,Chrome,1366,768,14,390,2,22,12,14,24,-11,9
CA,186,2,1,female,1,15,left,2,1,white or indigenous,no,never,7,Windows,Chrome,1280,1024,2,147,10,15,24,3,31,4,5
HN,302,1,3,female,2,14,right,4,1,other,no,never,5,Windows,Chrome,1360,768,9,348,0,31,12,2,20,-3,8
CA,161,3,3,female,1,45,right,12,1,white or indigenous,no,previously,2,Windows,Microsoft Internet Explorer,1280,1024,3,209,2,29,21,10,27,5,7
IN,204,2,3,male,2,15,right,10,0,white or indigenous,no,never,4,Linux,Chrome,601,962,32,856,-17,33,12,-3,11,5,7
GB,180,3,3,male,1,60,right,6,1,white or indigenous,no,never,2,Windows,Chrome,1600,900,17,188,-12,29,13,2,12,3,11
AU,194,0,2,female,1,33,right,1,3,white or indigenous,yes,never,3,iOS,Safari,768,1024,79149,159,0,11,17,8,19,-9,4
NP,146,3,3,male,2,24,right,2,1,asian,yes,never,3,Windows,Chrome,1920,1080,57,298,-4,16,17,9,26,-8,9
US,149,3,2,female,1,24,right,6,1,white or indigenous,no,never,4,Windows,Chrome,1600,900,8,274,11,16,17,1,17,-8,5
IN,268,2,3,male,2,17,right,8,1,asian,no,never,2,Windows,Chrome,1366,768,12,333,-10,26,25,7,17,-5,6
CA,196,2,2,female,1,23,right,12,1,white or indigenous,no,currently,1,Macintosh,Chrome,1440,900,5,211,-7,3,20,0,17,-2,11
IT,395,2,3,male,2,29,right,4,1,white or indigenous,yes,never,2,Windows,Firefox,1366,768,10,711,0,12,8,2,29,0,12
IT,158,2,3,male,2,31,left,2,1,white or indigenous,yes,never,2,Windows,Chrome,1680,1050,29,200,-5,19,18,16,29,-7,9
US,118,1,3,female,2,14,right,7,0,other,no,never,3,iOS,Safari,768,1024,3,182,16,33,14,-1,16,-8,7
CA,142,1,2,female,1,17,both,1,1,white or indigenous,no,never,2,Windows,Chrome,1366,768,5,343,-10,38,18,5,30,-19,9
US,217,2,1,female,1,18,right,2,1,white or indigenous,no,never,4,iOS,Safari,320,568,18,307,-4,15,16,16,27,-16,8
US,164,2,3,male,1,18,right,7,1,white or indigenous,no,never,2,iOS,Safari,320,568,7,190,-11,11,11,4,14,3,9
US,230,3,2,female,1,46,right,6,1,white or indigenous,yes,currently,2,Windows,Chrome,1366,768,14,270,8,13,23,16,19,-15,11
GE,308,1,3,female,2,13,right,1,1,white or indigenous,no,never,2,Linux,Chrome,640,360,5,254,0,19,9,4,16,5,8
PK,270,4,3,female,2,21,right,10,1,asian,yes,never,3,Windows,Chrome,1366,768,508,186,-1,18,13,3,17,2,8
IT,159,4,2,male,2,28,right,1,1,white or indigenous,no,never,3,Windows,Chrome,1920,1080,9,205,-7,9,9,15,20,-1,13
PH,361,4,2,male,2,21,right,4,1,asian,no,never,4,Windows,Chrome,1360,768,31,300,-9,29,8,6,18,3,10
AE,463,3,3,male,2,40,right,10,1,arab,no,currently,2,Macintosh,Chrome,2560,1440,14,368,4,38,-1,14,29,-5,11
US,142,1,3,male,1,17,right,4,1,black,no,never,4,Windows,Chrome,1366,768,11,179,-17,32,21,6,29,7,6
US,151,2,2,female,1,18,right,4,1,white or indigenous,no,never,4,Windows,Chrome,1280,800,5,184,6,7,25,4,31,3,7
IT,162,3,3,male,2,34,right,1,1,white or indigenous,yes,currently,2,Linux,Firefox,1376,774,304,170,11,10,9,11,31,-11,8
US,127,4,3,male,1,35,right,12,1,white or indigenous,yes,never,3,Windows,Chrome,1920,1080,4,126,17,1,23,2,23,5,10
ZA,204,2,1,male,2,26,right,7,1,white or indigenous,no,never,4,Windows,Chrome,1920,1080,26,304,-14,27,12,1,10,5,7
RO,345,3,3,female,2,28,right,7,1,white or indigenous,yes,currently,5,Windows,Chrome,1400,1050,13,720,7,18,22,6,14,5,3
IT,544,2,2,female,2,22,right,12,1,white or indigenous,no,never,2,Windows,Firefox,1280,1024,26,603,9,16,3,12,22,-10,12
GB,105,2,1,male,1,49,right,7,1,white or indigenous,no,previously,1,Windows,Microsoft Internet Explorer,1280,1024,4,134,-10,21,8,12,13,-10,11
IT,123,2,3,male,2,26,right,2,1,white or indigenous,no,never,2,Windows,Chrome,1366,768,4,176,11,15,11,-2,22,2,8
NL,268,2,2,female,2,17,left,4,1,white or indigenous,no,never,4,iOS,ChromeiOS,320,480,10,218,-13,-2,3,6,19,1,9
DE,181,3,1,female,2,33,right,6,1,white or indigenous,no,currently,2,Windows,Firefox,1600,900,27,176,-5,31,17,-1,25,5,8
NL,144,1,3,female,2,16,right,2,1,white or indigenous,no,never,2,Windows,Chrome,1600,900,3,134,7,16,13,-4,17,8,0
GB,168,3,1,female,1,22,right,7,1,white or indigenous,no,never,3,Windows,Microsoft Internet Explorer,1051,591,15,172,12,30,20,-2,18,0,9
NL,98,4,3,male,1,51,right,2,3,white or indigenous,no,currently,2,Windows,Microsoft Internet Explorer,1024,768,8,108,9,-2,16,-2,29,8,9
LB,506,2,1,female,2,17,right,5,1,arab,no,never,2,Windows,Chrome,1280,800,506,515,4,16,19,13,14,10,7
GR,374,4,2,female,2,23,right,7,4,white or indigenous,yes,never,2,Windows,Chrome,1440,900,305,302,-6,26,14,18,26,-6,10
DE,182,2,1,male,2,20,right,2,1,white or indigenous,yes,never,2,Windows,Chrome,1920,1080,5,253,-6,23,21,6,23,-2,4
US,148,3,2,female,1,28,right,4,1,other,no,never,3,iOS,Safari,768,1024,2,201,8,17,17,13,23,-16,10
US,130,2,2,female,1,17,right,7,1,white or indigenous,no,never,2,Macintosh,Safari,1280,800,2,205,-7,23,17,2,14,1,4
CA,193,2,3,female,1,21,right,7,1,white or indigenous,no,never,2,Macintosh,Safari,1280,800,5,184,7,13,17,8,12,-1,10
ZA,200,2,3,female,2,17,right,7,1,black,no,never,4,Windows,Microsoft Internet Explorer,1366,768,4,250,0,34,14,10,26,-11,4
PH,356,3,3,male,2,25,right,4,1,asian,yes,never,3,Windows,Chrome,1600,900,5,269,0,17,8,8,11,4,1
US,138,2,2,female,1,20,right,12,3,white or indigenous,yes,never,2,Windows,Chrome,1366,768,3,148,-9,26,23,10,23,-3,5
US,158,4,1,male,1,47,right,4,0,white or indigenous,yes,never,3,Windows,Firefox,1024,819,3,14108,20,8,25,11,31,-15,5
US,192,2,2,male,2,18,right,7,1,white or indigenous,no,never,2,Windows,Chrome,1920,1080,963,1348,-7,13,22,10,25,-8,10
US,118,2,1,female,1,44,right,12,1,white or indigenous,yes,currently,3,Windows,Firefox,1280,1024,2,123,-2,14,15,16,15,-7,8
US,199,3,2,female,1,25,right,4,1,white or indigenous,yes,never,2,Macintosh,Safari,1152,720,7,259,14,14,26,10,24,-11,5
US,156,4,1,female,1,50,right,6,1,white or indigenous,yes,currently,2,Windows,Chrome,1280,1024,9,192,-15,14,16,7,16,-8,8
PH,210,4,3,male,2,20,right,4,1,asian,no,never,4,Windows,Chrome,1280,1024,29,180,3,18,20,16,24,-11,7
US,234,2,3,male,2,35,right,12,1,other,no,previously,4,Windows,Chrome,1440,900,15,262,-4,21,11,17,21,-4,9
MY,813,2,1,female,2,18,right,10,0,NA,no,never,6,Linux,Chrome,360,640,8,646,5,22,7,7,8,8,4
US,191,2,2,male,1,17,right,7,1,white or indigenous,no,never,2,Linux,AndroidBrowser,480,800,3,190,0,15,16,9,26,-15,9
US,232,2,3,male,1,18,right,7,1,white or indigenous,no,never,3,Linux,Chrome,360,640,22,282,8,-1,23,12,23,-14,5
US,109,1,3,female,1,18,right,1,4,white or indigenous,no,never,1,Linux,Firefox,1440,900,7,125,-7,18,23,6,21,-1,9
IT,199,3,3,male,2,32,right,2,1,white or indigenous,no,never,2,Windows,Chrome,1680,1050,7,218,0,27,15,8,32,-1,0
US,148,3,3,male,1,35,left,7,1,black,yes,previously,2,Windows,Microsoft Internet Explorer,1920,1080,6,325,11,1,20,20,26,-20,11
US,173,1,2,female,1,17,right,12,1,white or indigenous,no,never,1,Macintosh,Safari,1280,800,7,299,18,16,9,9,20,-2,8
US,179,3,1,female,1,27,right,7,2,white or indigenous,no,previously,3,Windows,Microsoft Internet Explorer,1440,900,152,171,16,5,24,8,23,-18,9
CA,150,3,2,female,1,21,right,2,1,asian,no,never,2,Macintosh,Safari,1680,1050,26,131,0,25,22,7,12,-2,10
US,142,4,1,female,1,63,right,3,1,white or indigenous,yes,never,5,Windows,Chrome,1024,768,10,167,13,8,24,7,32,-15,4
US,208,2,3,female,1,23,right,1,1,white or indigenous,yes,never,1,Windows,Chrome,1920,1080,3,166,11,18,19,5,22,4,6
US,3070,4,2,female,1,37,right,12,1,black,yes,never,2,Windows,Microsoft Internet Explorer,1440,900,3,271,-4,10,20,17,14,-12,6
US,199,2,3,male,1,16,right,1,1,white or indigenous,no,never,3,iOS,Unknown,320,568,70,286,5,26,5,12,19,-1,8
US,135,2,3,female,1,18,right,4,1,white or indigenous,yes,never,3,Macintosh,Chrome,1280,800,59,148,15,25,20,-5,20,10,11
US,197,2,3,male,1,18,right,7,1,black,no,never,1,Windows,Chrome,1366,768,51,231,1,11,12,19,16,-16,4
US,116,1,3,female,1,17,right,4,1,asian,no,never,2,Macintosh,Chrome,1280,800,247,143,8,23,11,13,18,-5,6
US,141,1,2,female,1,17,right,4,1,other,no,never,3,Macintosh,Chrome,1280,800,56,130,4,18,19,3,14,2,8
US,162,1,3,female,1,17,right,4,1,white or indigenous,no,never,2,Macintosh,Firefox,1440,900,30,291,8,18,16,26,17,-20,-5
CA,204,2,1,female,1,20,right,1,2,white or indigenous,yes,never,4,Linux,Chrome,1280,800,3,175,15,0,20,6,23,-3,8
US,101,1,3,female,1,17,left,12,1,asian,no,never,2,Windows,Firefox,1366,768,7,148,8,16,12,-6,12,-4,9
US,167,1,2,female,1,16,right,2,1,white or indigenous,no,never,2,Macintosh,Chrome,1280,800,4,210,6,18,18,12,15,7,5
RO,147,2,3,female,2,21,right,7,2,white or indigenous,yes,never,1,Windows,Chrome,1366,768,5,199,-13,23,4,-3,19,14,9
CA,111,3,2,female,1,44,both,12,3,other,no,never,2,Windows,Chrome,1920,1200,286,569,-8,8,15,11,20,-7,10
CA,201,2,2,male,1,17,right,1,1,white or indigenous,no,never,2,Windows,Chrome,1280,1024,76,333,6,10,12,8,29,7,10
CA,361,3,3,female,1,48,right,1,1,white or indigenous,no,currently,2,Windows,Chrome,1366,768,158,470,6,27,17,2,19,-5,10
US,170,4,3,female,1,20,right,7,3,black,no,never,4,Windows,Microsoft Internet Explorer,1600,900,6,233,-10,15,6,19,16,-12,8
US,200,4,2,female,1,58,right,6,1,white or indigenous,yes,currently,3,Windows,Chrome,1920,1080,2,211,12,13,19,6,21,0,12
US,219,1,3,female,1,68,right,4,1,white or indigenous,no,currently,1,Windows,Microsoft Internet Explorer,1280,720,18,409,11,20,26,22,10,-14,11
CA,328,2,3,male,2,18,right,12,2,asian,no,never,2,Windows,Chrome,1280,1024,27,817,-1,13,9,15,21,-6,6
US,116,3,2,female,1,21,right,7,1,other,no,never,2,Windows,Firefox,1366,768,18,120,-4,11,19,11,28,-9,3
CA,318,2,3,male,2,17,right,0,0,asian,no,never,2,Windows,Chrome,1280,1024,4,490,7,13,10,11,19,-1,1
GB,220,2,0,female,1,13,both,1,1,other,no,never,2,iOS,Safari,768,1024,5,203,16,11,15,17,27,-6,3
CA,152,2,3,female,1,18,both,7,2,white or indigenous,no,never,2,Windows,Chrome,1368,768,2,147,-18,31,25,19,15,-1,9
GB,115,2,3,female,1,16,right,6,1,white or indigenous,no,never,1,Macintosh,Safari,1280,800,3,181,10,21,18,18,15,-6,8
US,229,2,2,female,1,18,right,1,2,asian,no,never,2,iOS,Safari,320,568,373,273,-7,37,17,10,27,-6,-1
US,281,1,3,female,1,17,right,0,1,white or indigenous,no,never,2,iOS,Safari,320,568,26,299,14,26,18,14,16,-8,4
VN,159,3,3,male,2,22,right,12,3,asian,yes,never,2,Windows,Chrome,1600,900,6,206,-13,25,10,3,8,1,3
GB,972,1,3,female,1,16,right,1,1,white or indigenous,no,never,3,Macintosh,Safari,1920,1200,68,295,8,17,16,-9,19,8,8
US,287,2,2,female,1,17,right,1,3,white or indigenous,no,never,1,Windows,Chrome,1366,768,7,326,6,30,18,1,20,6,7
FI,202,4,1,female,2,27,right,2,1,white or indigenous,no,never,2,Windows,Firefox,1536,864,62,242,2,14,18,16,30,-10,11
US,174,3,2,male,1,24,right,1,1,white or indigenous,yes,never,1,Windows,Chrome,1366,768,16,543,-12,11,10,16,23,14,12
US,158,2,3,female,1,22,right,7,1,white or indigenous,no,never,2,Windows,Microsoft Internet Explorer,1366,768,6,225,-19,31,19,-2,9,-4,7
NA,218,4,3,male,2,29,left,8,1,asian,no,currently,2,Windows,Chrome,1366,768,4,238,-11,27,11,-5,20,-3,10
CA,639,1,2,female,1,15,right,7,1,black,no,never,2,Windows,Chrome,1440,900,2,146,7,15,6,-6,25,12,9
US,125,4,3,female,1,34,right,1,2,white or indigenous,yes,previously,0,Macintosh,Chrome,1440,900,3,241,-2,25,23,11,23,-17,12
ZA,268,2,3,other,2,18,right,7,3,black,no,never,3,Windows,Microsoft Internet Explorer,1366,768,7,284,-12,20,13,13,16,-6,4
US,556,2,3,male,1,19,right,12,1,other,yes,never,3,Windows,Chrome,1024,768,59,446,5,12,24,9,23,-4,8
US,117,1,3,female,1,16,left,1,1,white or indigenous,no,never,1,Macintosh,Safari,1440,900,14,147,-11,16,16,5,20,-3,9
US,139,3,3,female,1,23,right,1,2,white or indigenous,yes,never,1,Macintosh,Safari,1280,800,9,159,6,13,19,6,32,-11,-6
IN,172,3,1,male,2,27,right,8,1,other,yes,currently,1,Windows,Chrome,1024,768,37,178,6,2,24,21,26,-11,1
CA,118,2,2,female,1,18,right,2,1,white or indigenous,no,never,2,Windows,Microsoft Internet Explorer,1366,768,3,128,0,26,17,8,7,-11,9
US,256,3,2,male,1,45,left,6,1,white or indigenous,yes,currently,2,Windows,Microsoft Internet Explorer,1920,1080,7,296,10,6,13,18,16,-12,7
KE,585,2,1,female,2,35,right,4,1,black,no,never,4,Windows,Firefox,1440,900,14,538,-6,19,4,3,10,1,4
CA,331,2,2,female,2,20,both,12,5,asian,no,never,3,Linux,Chrome,600,960,103,470,-7,16,10,6,19,7,8
US,117,2,2,male,1,34,right,2,1,white or indigenous,yes,never,2,Windows,Firefox,1920,1080,4,161,4,0,18,15,27,-11,5
MX,145,2,3,female,2,20,both,1,1,white or indigenous,no,never,8,Windows,Chrome,1366,768,3,116,-16,24,1,-1,31,11,4
GB,239,3,3,male,2,51,right,4,1,white or indigenous,yes,currently,1,Windows,Chrome,1366,768,5,370,-14,15,15,19,22,-12,9
PH,157,2,2,female,2,23,right,4,1,asian,yes,never,1,Windows,Chrome,1366,768,18,158,2,25,15,3,15,1,9
US,196,2,3,female,1,54,right,6,1,white or indigenous,yes,previously,3,Windows,Microsoft Internet Explorer,1231,769,7,256,-4,13,22,18,14,-1,8
US,136,4,1,male,1,39,right,6,1,white or indigenous,yes,currently,5,Windows,Chrome,1366,768,7,147,0,31,22,16,31,-10,4
US,131,4,2,female,1,49,right,1,2,white or indigenous,no,never,2,iOS,Safari,768,1024,12,169,-16,34,17,20,30,-1,13
US,178,2,2,female,1,21,right,2,1,white or indigenous,no,never,2,Windows,Chrome,1366,768,401,166,-11,28,14,-3,22,9,6
TR,1219,1,3,male,2,15,right,10,1,white or indigenous,no,never,1,Windows,Chrome,1366,768,13,220,-9,30,12,2,22,8,5
CL,325,2,3,male,2,18,right,12,1,arab,no,never,4,Windows,Chrome,1366,768,2,2357,9,8,10,8,29,4,8
CA,153,3,3,female,2,50,right,6,1,white or indigenous,no,currently,2,Windows,Chrome,1600,900,6,199,-5,29,14,16,5,-5,11
SE,377,2,3,female,2,54,right,5,1,other,yes,previously,7,Windows,Chrome,1366,768,1547,401,2,14,8,16,18,-8,7
IN,227,2,3,male,2,21,right,8,1,asian,yes,never,1,Windows,Chrome,1366,768,32,258,-13,8,-4,1,26,-5,10
UA,234,2,1,male,1,34,right,1,1,white or indigenous,no,never,3,Windows Phone,Microsoft Internet Explorer,480,800,100,209,8,5,-5,18,14,-11,9
NL,472,2,3,female,2,22,left,6,3,white or indigenous,no,never,3,Macintosh,Safari,1280,800,321,294,7,22,24,24,27,-18,11
US,102,2,3,female,1,30,right,2,1,white or indigenous,yes,currently,4,Windows,Chrome,1440,900,8,128,-1,20,14,17,27,12,9
US,233,2,3,female,2,19,right,4,1,other,no,never,5,Windows,Chrome,1920,1080,226,330,-3,8,16,22,23,-16,7
US,142,4,2,female,1,33,right,6,1,white or indigenous,yes,currently,2,Macintosh,Chrome,1440,900,56,249,7,22,21,17,24,-4,8
CH,149,3,3,male,2,25,right,2,1,white or indigenous,yes,never,1,Windows,Firefox,1440,900,13,236,7,13,3,6,22,13,11
IE,247,4,2,male,1,24,right,12,1,NA,no,never,4,Windows,Firefox,1366,768,40,239,-9,20,11,10,22,-12,10
CA,245,2,2,male,1,16,right,2,1,white or indigenous,no,never,2,iOS,Safari,375,667,25,333,-1,22,12,12,24,-3,8
US,211,4,2,female,1,36,left,4,1,white or indigenous,no,never,3,Windows,Microsoft Internet Explorer,1024,768,16,169,15,20,19,13,14,-3,8
CA,195,2,3,male,1,27,right,1,3,white or indigenous,no,currently,2,Unknown,Safari,387,688,50,261,14,2,26,17,22,-12,-8
US,162,1,3,female,1,16,right,2,2,white or indigenous,no,never,2,iOS,Safari,320,568,6,181,-1,23,12,2,28,12,8
CA,350,1,2,female,2,16,right,7,2,white or indigenous,no,never,3,iOS,Unknown,320,480,12,475,0,27,16,10,16,4,9
BR,175,2,2,male,2,15,right,3,2,other,no,never,2,Macintosh,Chrome,1920,1080,9,185,5,29,19,3,26,2,8
NZ,314,1,3,female,1,17,right,2,2,white or indigenous,no,never,3,Linux,Firefox,1600,900,6,137,6,27,8,-2,6,3,7
US,151,2,1,male,1,19,left,7,1,white or indigenous,no,never,2,Windows,Chrome,1600,900,8,4603,-7,19,6,15,21,4,7
US,216,1,3,female,1,16,right,6,1,asian,no,never,2,iOS,Unknown,320,568,86,243,-13,12,10,5,17,10,8
US,164,2,3,female,1,34,right,4,2,white or indigenous,no,never,3,Windows,Chrome,1024,768,293,432,13,26,15,25,5,-6,7
IN,318,2,1,male,2,21,right,2,1,other,yes,never,1,Linux,Chrome,360,640,56,282,-16,17,-2,-5,31,-3,6
US,132,2,3,female,1,17,right,4,1,other,no,never,3,Macintosh,Safari,1280,800,2,187,-6,16,12,12,9,2,4
US,161,4,1,male,2,27,right,8,2,asian,no,never,3,Windows,Chrome,1920,1080,6,262,-2,11,20,8,24,-10,9
US,194,4,3,female,1,30,right,7,1,white or indigenous,no,never,3,Windows,Microsoft Internet Explorer,1170,936,5,192,2,18,17,8,26,-13,0
BR,284,4,1,female,1,29,right,4,1,white or indigenous,no,never,7,Windows,Chrome,1366,768,3449,447,11,16,12,16,23,-2,11
GB,236,2,3,female,1,27,right,4,1,white or indigenous,no,never,3,iOS,Safari,320,568,13,195,-5,27,8,10,18,-5,5
US,172,2,3,female,1,18,right,4,1,other,no,never,2,iOS,Safari,768,1024,4,174,-6,25,15,4,26,-4,9
US,334,2,1,female,1,49,right,12,1,white or indigenous,no,previously,3,Windows,Microsoft Internet Explorer,1280,1024,2,264,-2,11,21,23,17,-21,8
US,290,4,3,male,1,63,right,7,1,other,yes,currently,2,Macintosh,Safari,1680,1050,8,331,3,0,22,2,18,-12,2
US,123,3,3,male,1,25,right,7,1,white or indigenous,yes,never,6,Windows,Chrome,1280,1024,3,152,-4,6,24,-7,27,15,9
US,108,1,2,female,1,17,right,9,1,white or indigenous,no,never,3,Macintosh,Chrome,1280,800,7,128,3,20,25,3,26,6,9
US,236,2,1,other,1,16,right,12,2,white or indigenous,no,never,2,Windows,Chrome,1600,900,31,166,-12,23,11,2,21,12,10
TR,321,3,3,female,1,23,right,2,2,other,no,never,2,Windows,Chrome,1366,768,15,369,12,6,21,18,16,-7,6
NL,135,3,2,male,2,25,right,10,1,arab,no,never,4,Windows,Chrome,1920,1080,13,128,16,24,12,14,27,-6,4
US,151,2,1,male,1,16,right,7,1,white or indigenous,no,never,2,Windows,Chrome,1440,900,79,153,5,20,18,2,24,9,3
GB,136,3,3,male,1,23,right,2,3,white or indigenous,no,never,2,Macintosh,Chrome,1280,800,2,143,-10,26,6,5,28,9,7
DE,152,3,1,female,2,33,right,6,1,white or indigenous,no,currently,2,Windows,Firefox,1600,900,2,230,2,30,14,0,24,4,8
US,272,1,2,female,1,16,right,4,1,white or indigenous,no,never,2,Macintosh,Safari,1680,1050,4,264,2,16,15,7,21,-7,9
US,176,2,2,female,1,17,right,1,1,white or indigenous,no,never,2,Windows,Chrome,1920,1080,2,164,-12,26,20,15,22,2,8
US,255,2,2,male,2,18,right,12,1,other,no,never,2,Windows,Chrome,1920,1080,77,280,-11,9,11,12,25,-15,4
US,287,2,2,female,1,18,right,7,1,white or indigenous,no,never,1,Windows,Chrome,1920,1080,4,198,-4,23,4,8,7,11,-2
NO,243,1,3,male,2,15,right,4,1,white or indigenous,no,never,5,Windows,Chrome,1920,1200,2,275,-17,25,3,24,27,-20,8
US,245,1,3,male,1,13,right,9,1,white or indigenous,no,never,2,Macintosh,Safari,1280,800,54,231,11,16,12,3,27,9,7
US,365,4,2,other,2,27,both,2,5,asian,yes,never,0,Macintosh,Chrome,1280,800,2,281,-7,26,-6,18,23,-3,1
NO,205,2,2,male,2,17,right,2,1,white or indigenous,no,never,4,Windows,Chrome,1920,1080,2,250,12,12,12,5,16,0,5
DE,101,4,3,female,2,35,right,3,2,white or indigenous,yes,currently,1,Macintosh,Safari,1920,1200,31,131,15,15,25,19,31,-15,12
GB,132,3,1,female,1,31,left,1,1,white or indigenous,no,currently,2,iOS,Safari,768,1024,4,121,17,7,14,9,23,-5,9
US,205,1,2,female,1,13,right,2,3,other,no,never,3,Linux,Chrome,902,600,4,197,-8,32,4,-7,11,11,5
US,254,3,2,female,1,65,left,9,1,white or indigenous,yes,never,3,Windows,Firefox,1280,768,9,666,1,15,26,18,16,-15,4
US,147,3,2,male,1,24,right,4,1,asian,no,never,2,Windows,Chrome,1920,1080,2,195,11,10,17,7,22,2,9
US,217,3,2,female,1,51,right,4,1,white or indigenous,yes,previously,2,Macintosh,Safari,1280,800,13,210,7,20,20,14,20,-9,10
GB,253,4,3,male,1,59,right,2,1,white or indigenous,yes,currently,2,Windows,Chrome,1920,1080,3445,317,-1,3,22,16,26,-5,11
US,131,2,1,female,1,31,right,12,5,white or indigenous,no,previously,4,Windows,Firefox,1600,900,3,229,3,16,20,17,18,-4,3
US,1950,3,2,female,1,19,right,1,2,white or indigenous,no,never,2,Linux,Chrome,601,962,264,262,-3,26,17,1,26,3,3
NG,271,3,2,male,2,38,right,7,1,black,no,currently,4,Windows,Chrome,1366,768,17,276,2,6,19,16,23,-13,10
BE,171,1,1,female,2,31,right,2,1,white or indigenous,no,never,2,iOS,Safari,768,1024,15,196,-1,34,12,-1,23,17,8
CA,225,1,3,female,1,13,right,12,2,white or indigenous,no,never,3,iOS,Safari,768,1024,2,306,-4,22,14,-2,20,6,9
US,160,1,3,female,2,17,right,7,3,white or indigenous,no,never,10,Windows,Chrome,1024,768,11,188,10,8,7,6,24,-6,4
AU,161,3,3,female,1,44,right,7,0,NA,no,never,2,Windows,Microsoft Internet Explorer,1920,1080,24,231,-8,12,18,16,11,-15,8
CA,171,1,1,female,1,15,right,6,1,white or indigenous,no,never,6,Windows,Firefox,1366,768,11,254,-3,30,10,1,17,13,9
US,229,1,2,male,1,17,right,2,1,white or indigenous,no,never,2,Windows,Chrome,1366,768,43,203,13,27,19,5,28,12,9
NZ,132,1,3,female,1,17,right,2,1,white or indigenous,no,never,2,Linux,Firefox,1680,1050,5,154,17,10,25,0,13,4,6
US,121,1,2,male,1,14,right,1,3,other,no,never,2,Windows,Chrome,1600,900,28,224,-1,16,3,-2,16,11,8
US,136,4,2,female,1,51,right,7,1,white or indigenous,no,currently,2,Windows,Firefox,1920,1080,10,133,-3,13,21,12,32,-9,12
US,174,2,1,female,1,18,right,2,2,white or indigenous,no,never,2,Macintosh,Chrome,1440,900,10,202,-2,22,12,9,27,2,7
US,162,2,3,male,1,15,right,1,1,white or indigenous,no,never,4,Linux,Chrome,1440,900,7,157,-12,18,-7,10,-2,-1,5
US,140,2,3,female,1,17,left,4,2,other,no,never,3,Windows,Chrome,1280,800,3,230,-13,34,17,4,7,7,9
CA,151,2,3,female,2,18,right,11,1,asian,no,never,2,Macintosh,Chrome,1440,900,2,241,2,23,14,7,13,9,9
US,106,2,2,female,1,23,right,7,1,white or indigenous,yes,never,2,Windows,Chrome,1920,1080,2,128,7,13,24,6,19,4,4
US,206,3,2,female,1,58,right,12,1,white or indigenous,yes,currently,3,Windows,Microsoft Internet Explorer,1440,900,7,201,17,13,26,19,21,-12,10
US,106,2,2,female,1,21,right,5,1,white or indigenous,no,never,4,Windows,Microsoft Internet Explorer,1920,1080,6,288,12,13,17,17,20,-7,12
US,112,4,2,female,1,51,right,9,1,white or indigenous,yes,currently,3,Macintosh,Safari,1600,1000,14,153,14,17,22,15,23,-9,12
US,276,3,3,female,1,24,right,7,1,black,yes,never,3,Windows,Chrome,1366,768,40,299,-5,32,18,20,32,-11,7
US,150,1,2,other,1,15,right,1,2,white or indigenous,no,never,2,Windows Phone,Microsoft Internet Explorer,338,563,35,157,-3,24,17,7,22,-4,4
US,150,3,3,male,1,29,right,9,1,white or indigenous,yes,currently,3,Windows,Firefox,1366,768,58,253,10,6,26,26,28,-21,3
US,281,3,2,female,1,55,right,6,1,white or indigenous,yes,currently,1,Windows,Microsoft Internet Explorer,1138,640,18,362,-8,23,23,22,20,-10,9
US,120,2,2,female,1,18,right,4,1,white or indigenous,no,never,3,Macintosh,Safari,1280,800,2,407,-4,20,11,14,26,-3,12
US,145,2,3,female,2,18,right,12,1,white or indigenous,no,never,2,Windows,Microsoft Internet Explorer,1280,1024,44,159,-4,21,15,13,19,-7,7
US,212,2,3,female,1,19,right,2,3,white or indigenous,no,never,3,Windows,Firefox,1366,768,17,195,-1,24,20,6,21,-7,6
US,194,3,2,male,1,22,right,2,1,white or indigenous,no,never,5,Linux,Chrome,360,640,6,254,11,29,5,16,24,-11,11
PT,326,3,3,female,2,20,right,4,1,white or indigenous,no,never,2,Windows,Chrome,1280,800,162,634,12,8,22,15,8,-4,11
US,144,2,2,female,1,18,right,6,1,white or indigenous,no,never,3,Macintosh,Safari,1280,800,6,158,13,21,23,-1,21,18,4
GB,193,2,3,male,1,41,right,1,1,white or indigenous,yes,currently,3,iOS,Safari,768,1024,24,182,-1,22,9,14,18,-6,9
US,214,4,1,female,1,55,right,7,1,white or indigenous,yes,currently,4,Windows,Chrome,1440,900,28,261,-9,20,21,17,17,-19,5
US,178,3,2,male,1,49,left,6,1,white or indigenous,no,previously,3,Windows,Microsoft Internet Explorer,1140,641,24,222,15,11,18,0,26,7,10
PH,467,2,1,female,2,16,right,4,1,other,no,never,2,Windows,Chrome,1366,768,9,554,0,18,13,13,21,-9,5
