subject,trialNumber,product_A,product_B,response,attention
sona-18445,15,smart phone,water bottle,203,0
sona-18445,16,books,laptop,385,0
sona-18445,17,chocolate,band-aid,589,0
sona-18445,18,lipstick,wallet,863,1
sona-18445,19,paper notebook,calculator,474,0
sona-18445,20,chocolate,cooking pot,302,0
sona-18445,21,smart phone,headphones,376,0
sona-18445,22,tie,shoes,688,0
sona-18445,23,earphones,shoes,423,0
sona-18445,24,water bottle,calculator,562,0
sona-18445,25,detergent,headphones,584,0
sona-18445,26,smart phone,calculator,251,0
sona-18445,27,bicycle,backpack,746,0
sona-18445,28,athletic clothes,makeup foundation,336,0
sona-18445,29,band-aid,shirt,698,0
sona-18445,30,ring,backpack,193,0
sona-18445,31,swimming suit,earrings,668,0
sona-18445,32,desktop computer,laptop,280,0
sona-18445,33,concert tickets,headphones,561,0
sona-18445,34,watch,earrings,394,0
sona-18445,35,car,wine,539,0
sona-18445,36,socks,pencil,398,1
sona-18445,37,napkin,headphones,622,0
sona-18445,38,granola bar,desktop computer,687,0
sona-18445,39,books,camera,763,0
sona-18445,40,glasses,scarf,785,0
sona-18445,41,guitar,shirt,774,0
sona-18445,42,chocolate,basketball,257,0
sona-18445,43,yoga mat,wine,354,0
sona-18445,44,napkin,athletic clothes,816,0
sona-18445,45,water bottle,basketball,789,0
sona-18445,46,headphones,athletic clothes,738,0
sona-18445,47,bicycle,baseball cap,746,0
sona-18445,48,watch,makeup foundation,714,0
sona-18445,49,laptop,dishes,384,0
sona-18445,50,scarf,computer keyboard,299,0
sona-18445,51,watch,yoga mat,293,0
sona-18445,52,chocolate,baseball cap,394,0
sona-18445,53,water bottle,beanie,308,0
sona-18445,54,beanie,calculator,272,0
sona-18377,0,scarf,camera,203,0
sona-18377,1,basketball,purse,794,0
sona-18377,2,dress,water bottle,130,0
sona-18377,3,cooking pot,detergent,274,0
sona-18377,4,necklace,wallet,688,0
sona-18377,5,baseball cap,lipstick,203,0
sona-18377,6,calculator,headphones,776,0
sona-18377,7,books,makeup foundation,699,0
sona-18377,8,jacket,watch,191,0
sona-18377,9,computer keyboard,pants,677,0
sona-18377,10,headphones,earphones,212,0
sona-18377,11,water bottle,laptop,804,0
sona-18377,12,wine,pen,880,0
sona-18377,13,scarf,granola bar,268,0
sona-18377,14,socks,cooking pot,240,0
sona-18377,15,wine,laptop,732,0
sona-18377,16,purse,jacket,804,0
sona-18377,17,dishes,lipstick,215,0
sona-18377,18,scarf,earrings,724,1
sona-18377,19,video games,smart phone,712,0
sona-18377,20,laptop,watch,230,0
sona-18377,21,camera,headphones,714,0
sona-18377,22,purse,socks,833,0
sona-18377,23,swimming suit,makeup foundation,254,0
sona-18377,24,baseball cap,camera,663,0
sona-18377,25,earphones,wallet,704,0
sona-18377,26,skateboard,sunglasses,728,0
sona-18377,27,athletic clothes,camera,753,0
sona-18377,28,dishes,yoga mat,788,0
sona-18377,29,dishes,bicycle,217,0
sona-18377,30,skateboard,camera,249,0
sona-18377,31,napkin,coffee,719,0
sona-18377,32,video games,pencil,224,0
sona-18377,33,makeup foundation,sunglasses,139,0
sona-18377,34,beanie,athletic clothes,83,0
sona-18377,35,earrings,cooking pot,220,0
sona-18377,36,necklace,basketball,69,1
sona-18377,37,computer keyboard,earphones,1e3,0
sona-18377,38,jacket,yoga mat,166,0
sona-18377,39,watch,lipstick,201,0
sona-18377,40,chocolate,watch,816,0
sona-18377,41,scarf,car,189,0
sona-18377,42,coffee,sunglasses,825,0
sona-18377,43,beanie,backpack,818,0
sona-18377,44,wine,dress,868,0
sona-18377,45,computer keyboard,watch,856,0
sona-18377,46,socks,pants,898,0
sona-18377,47,skateboard,headphones,878,0
sona-18377,48,laptop,camera,857,0
sona-18377,49,dishes,computer keyboard,876,0
sona-18377,50,earrings,pants,856,0
sona-18377,51,video games,watch,858,0
sona-18377,52,baseball cap,laptop,867,0
sona-18377,53,guitar,baseball cap,898,0
sona-18377,54,shirt,calculator,853,0
sona-18314,0,books,sunglasses,875,0
sona-18314,1,earrings,water bottle,23,0
sona-18314,2,camera,shirt,916,0
sona-18314,3,watch,makeup foundation,887,0
sona-18314,4,swimming suit,sunglasses,76,0
sona-18314,5,video games,headphones,896,0
sona-18314,6,pencil,coffee,937,0
sona-18314,7,yoga mat,pants,951,0
sona-18314,8,pants,band-aid,72,0
sona-18314,9,baseball cap,athletic clothes,893,0
sona-18314,10,video games,pen,61,0
sona-18314,11,band-aid,baseball cap,88,0
sona-18314,12,glasses,pencil,109,0
sona-18314,13,chocolate,dishes,929,0
sona-18314,14,tie,jacket,942,0
sona-18314,15,wine,chocolate,44,0
sona-18314,16,dishes,bicycle,942,0
sona-18314,17,purse,earphones,28,0
sona-18314,18,beanie,desktop computer,1e3,1
sona-18314,19,skateboard,dress,955,0
sona-18314,20,swimming suit,skateboard,71,0
sona-18314,21,pen,dress,958,0
sona-18314,22,beanie,bicycle,893,0
sona-18314,23,desktop computer,athletic clothes,924,0
sona-18314,24,makeup foundation,coffee,43,0
sona-18314,25,laptop,books,76,0
sona-18314,26,swimming suit,glasses,72,0
sona-18314,27,glasses,jacket,981,0
sona-18314,28,computer keyboard,jacket,964,0
sona-18314,29,wallet,basketball,66,0
sona-18314,30,shoes,dress,930,0
sona-18314,31,yoga mat,water bottle,820,0
sona-18314,32,computer keyboard,coffee,799,0
sona-18314,33,pencil,paper notebook,920,0
sona-18314,34,makeup foundation,glasses,60,0
sona-18314,35,wine,swimming suit,814,0
sona-18314,36,ring,paper notebook,142,1
sona-18314,37,smart phone,granola bar,163,0
sona-18314,38,watch,sunglasses,149,0
sona-18314,39,chocolate,granola bar,164,0
sona-18314,40,beanie,skateboard,865,0
sona-18314,41,calculator,athletic clothes,113,0
sona-18314,42,glasses,calculator,233,0
sona-18314,43,pencil,baseball cap,157,0
sona-18314,44,backpack,basketball,176,0
sona-18314,45,earphones,shirt,860,0
sona-18314,46,cooking pot,desktop computer,773,0
sona-18314,47,jacket,calculator,189,0
sona-18314,48,calculator,desktop computer,805,0
sona-18314,49,scarf,glasses,180,0
sona-18314,50,bicycle,sunglasses,849,0
sona-18314,51,basketball,pencil,188,0
sona-18314,52,ring,calculator,196,0
sona-18314,53,dress,calculator,146,0
sona-18314,54,basketball,pen,166,0
sona-18017,0,skateboard,bicycle,4,0
sona-18017,1,watch,detergent,21,0
sona-18017,2,computer keyboard,makeup foundation,957,0
sona-18017,3,swimming suit,laptop,1e3,0
sona-18017,4,books,jacket,1e3,0
sona-18017,5,earrings,coffee,1,0
sona-18017,6,pen,pants,994,0
sona-18017,7,band-aid,makeup foundation,1e3,0
sona-18017,8,smart phone,cooking pot,9,0
sona-18017,9,backpack,band-aid,1,0
sona-18017,10,dress,desktop computer,1,0
sona-18017,11,books,sunglasses,999,0
sona-18017,12,earphones,headphones,1e3,0
sona-18017,13,socks,smart phone,1e3,0
sona-18017,14,backpack,socks,10,0
sona-18017,15,wallet,calculator,3,0
sona-18017,16,pants,beanie,1,0
sona-18017,17,video games,ring,1e3,0
sona-18017,18,wallet,water bottle,1e3,1
sona-18017,19,sunglasses,lipstick,1e3,0
sona-18017,20,computer keyboard,earrings,999,0
sona-18017,21,lipstick,dishes,1,0
sona-18017,22,glasses,shirt,1e3,0
sona-18017,23,glasses,earrings,992,0
sona-18017,24,swimming suit,detergent,3,0
sona-18017,25,earphones,camera,983,0
sona-18017,26,necklace,coffee,7,0
sona-18017,27,glasses,camera,977,0
sona-18017,28,beanie,shirt,998,0
sona-18017,29,skateboard,tie,33,0
sona-18017,30,shoes,beanie,1,0
sona-18017,31,purse,calculator,1,0
sona-18017,32,concert tickets,beanie,1,0
sona-18017,33,pencil,athletic clothes,1e3,0
sona-18017,34,pencil,backpack,1e3,0
sona-18017,35,purse,yoga mat,1,0
sona-18017,36,sunglasses,band-aid,1e3,1
sona-18017,37,paper notebook,water bottle,998,0
sona-18017,38,headphones,concert tickets,1,0
sona-18017,39,chocolate,paper notebook,12,0
sona-18017,40,skateboard,paper notebook,1,0
sona-18017,41,water bottle,makeup foundation,971,0
sona-18017,42,pencil,detergent,903,0
sona-18017,43,backpack,dishes,85,0
sona-18017,44,computer keyboard,laptop,928,0
sona-18017,45,beanie,chocolate,943,0
sona-18017,46,wallet,granola bar,9,0
sona-18017,47,wine,tie,927,0
sona-18017,48,books,purse,927,0
sona-18017,49,basketball,necklace,903,0
sona-18017,50,napkin,bicycle,876,0
sona-18017,51,headphones,baseball cap,81,0
sona-18017,52,headphones,jacket,76,0
sona-18017,53,basketball,yoga mat,869,0
sona-18017,54,necklace,water bottle,90,0
sona-17842,0,dishes,bicycle,498,0
sona-17842,1,skateboard,athletic clothes,717,0
sona-17842,2,band-aid,makeup foundation,623,0
sona-17842,3,watch,water bottle,291,0
sona-17842,4,camera,desktop computer,288,0
sona-17842,5,calculator,baseball cap,497,0
sona-17842,6,necklace,glasses,299,0
sona-17842,7,glasses,books,781,0
sona-17842,8,granola bar,watch,794,0
sona-17842,9,pencil,swimming suit,725,0
sona-17842,10,backpack,calculator,347,0
sona-17842,11,concert tickets,skateboard,298,0
sona-17842,12,basketball,athletic clothes,680,0
sona-17842,13,guitar,dishes,261,0
sona-17842,14,desktop computer,glasses,280,0
sona-17842,15,pencil,cooking pot,498,0
sona-17842,16,necklace,books,767,0
sona-17842,17,backpack,car,760,0
sona-17842,18,socks,glasses,767,1
sona-17842,19,scarf,detergent,757,0
sona-17842,20,baseball cap,paper notebook,689,0
sona-17842,21,purse,water bottle,287,0
sona-17842,22,coffee,skateboard,279,0
sona-17842,23,scarf,water bottle,505,0
sona-17842,24,earrings,baseball cap,248,0
sona-17842,25,video games,jacket,280,0
sona-17842,26,socks,wallet,759,0
sona-17842,27,makeup foundation,bicycle,285,0
sona-17842,28,lipstick,pen,515,0
sona-17842,29,concert tickets,earphones,301,0
sona-17842,30,makeup foundation,paper notebook,255,0
sona-17842,31,smart phone,desktop computer,277,0
sona-17842,32,napkin,desktop computer,737,0
sona-17842,33,basketball,pants,748,0
sona-17842,34,calculator,jacket,324,0
sona-17842,35,scarf,concert tickets,727,0
sona-17842,36,band-aid,tie,706,1
sona-17842,37,granola bar,tie,747,0
sona-17842,38,headphones,earphones,324,0
sona-17842,39,backpack,wallet,784,0
sona-17842,40,makeup foundation,swimming suit,802,0
sona-17842,41,necklace,shoes,300,0
sona-17842,42,coffee,chocolate,228,0
sona-17842,43,wine,calculator,247,0
sona-17842,44,laptop,ring,771,0
sona-17842,45,tie,chocolate,283,0
sona-17842,46,athletic clothes,books,800,0
sona-17842,47,bicycle,chocolate,270,0
sona-17842,48,camera,baseball cap,286,0
sona-17842,49,scarf,chocolate,255,0
sona-17842,50,coffee,pen,504,0
sona-17842,51,shirt,smart phone,762,0
sona-17842,52,wine,books,782,0
sona-17842,53,laptop,watch,812,0
sona-17842,54,ring,wine,288,0
sona-17801,0,lipstick,laptop,809,0
sona-17801,1,napkin,glasses,770,0
sona-17801,2,watch,ring,849,0
sona-17801,3,computer keyboard,bicycle,872,0
sona-17801,4,tie,scarf,186,0
sona-17801,5,water bottle,lipstick,57,0
sona-17801,6,scarf,laptop,734,0
sona-17801,7,scarf,paper notebook,338,0
sona-17801,8,shoes,computer keyboard,135,0
sona-17801,9,car,earrings,79,0
sona-17801,10,athletic clothes,backpack,282,0
sona-17801,11,makeup foundation,basketball,150,0
sona-17801,12,shirt,jacket,931,0
sona-17801,13,pen,calculator,194,0
sona-17801,14,socks,sunglasses,777,0
sona-17801,15,headphones,computer keyboard,192,0
sona-17801,16,tie,baseball cap,788,0
sona-17801,17,tie,car,798,0
sona-17801,18,wallet,swimming suit,180,1
sona-17801,19,athletic clothes,cooking pot,141,0
sona-17801,20,pants,bicycle,1e3,0
sona-17801,21,bicycle,books,144,0
sona-17801,22,calculator,basketball,687,0
sona-17801,23,car,paper notebook,171,0
sona-17801,24,desktop computer,laptop,831,0
sona-17801,25,purse,napkin,78,0
sona-17801,26,basketball,beanie,907,0
sona-17801,27,makeup foundation,cooking pot,249,0
sona-17801,28,earphones,backpack,800,0
sona-17801,29,lipstick,wine,743,0
sona-17801,30,sunglasses,guitar,144,0
sona-17801,31,jacket,earphones,209,0
sona-17801,32,purse,shirt,173,0
sona-17801,33,pencil,dishes,194,0
sona-17801,34,lipstick,glasses,786,0
sona-17801,35,pencil,cooking pot,825,0
sona-17801,36,ring,books,99,1
sona-17801,37,baseball cap,coffee,221,0
sona-17801,38,pen,beanie,142,0
sona-17801,39,swimming suit,laptop,827,0
sona-17801,40,lipstick,camera,803,0
sona-17801,41,ring,swimming suit,84,0
sona-17801,42,pen,glasses,825,0
sona-17801,43,pencil,jacket,815,0
sona-17801,44,ring,athletic clothes,106,0
sona-17801,45,watch,scarf,215,0
sona-17801,46,socks,earrings,830,0
sona-17801,47,concert tickets,headphones,759,0
sona-17801,48,guitar,laptop,853,0
sona-17801,49,tie,laptop,842,0
sona-17801,50,watch,shirt,206,0
sona-17801,51,lipstick,paper notebook,90,0
sona-17801,52,calculator,cooking pot,704,0
sona-17801,53,pants,athletic clothes,898,0
sona-17801,54,baseball cap,smart phone,836,0
sona-17775,0,lipstick,wine,850,0
sona-17775,1,lipstick,glasses,841,0
sona-17775,2,necklace,guitar,156,0
sona-17775,3,watch,guitar,124,0
sona-17775,4,pen,socks,817,0
sona-17775,5,guitar,headphones,839,0
sona-17775,6,pants,smart phone,827,0
sona-17775,7,purse,cooking pot,119,0
sona-17775,8,necklace,skateboard,143,0
sona-17775,9,shirt,glasses,785,0
sona-17775,10,dress,makeup foundation,63,0
sona-17775,11,pants,granola bar,180,0
sona-17775,12,purse,water bottle,153,0
sona-17775,13,napkin,ring,904,0
sona-17775,14,detergent,glasses,927,0
sona-17775,15,backpack,necklace,841,0
sona-17775,16,purse,smart phone,851,0
sona-17775,17,paper notebook,pants,878,0
sona-17775,18,necklace,chocolate,1e3,1
sona-17775,19,tie,band-aid,130,0
sona-17775,20,video games,pants,109,0
sona-17775,21,granola bar,glasses,862,0
sona-17775,22,tie,basketball,880,0
sona-17775,23,tie,wallet,875,0
sona-17775,24,detergent,ring,873,0
sona-17775,25,shirt,laptop,860,0
sona-17775,26,laptop,computer keyboard,84,0
sona-17775,27,necklace,smart phone,858,0
sona-17775,28,dishes,car,900,0
sona-17775,29,beanie,makeup foundation,82,0
sona-17775,30,purse,earrings,118,0
sona-17775,31,computer keyboard,smart phone,830,0
sona-17775,32,watch,bicycle,113,0
sona-17775,33,camera,basketball,171,0
sona-17775,34,shoes,coffee,114,0
sona-17775,35,tie,water bottle,91,0
sona-17775,36,dishes,granola bar,1e3,1
sona-17775,37,concert tickets,ring,158,0
sona-17775,38,pen,purse,803,0
sona-17775,39,tie,camera,848,0
sona-17775,40,pen,granola bar,154,0
sona-17775,41,laptop,bicycle,134,0
sona-17775,42,concert tickets,computer keyboard,87,0
sona-17775,43,athletic clothes,guitar,78,0
sona-17775,44,smart phone,bicycle,88,0
sona-17775,45,sunglasses,bicycle,98,0
sona-17775,46,video games,makeup foundation,868,0
sona-17775,47,lipstick,desktop computer,894,0
sona-17775,48,earphones,books,75,0
sona-17775,49,pen,wine,891,0
sona-17775,50,dishes,baseball cap,900,0
sona-17775,51,shoes,socks,116,0
sona-17775,52,cooking pot,wine,862,0
sona-17775,53,watch,granola bar,74,0
sona-17775,54,dress,desktop computer,71,0
sona-17204,0,wallet,headphones,1,0
sona-17204,1,coffee,earrings,768,0
sona-17204,2,video games,bicycle,337,0
sona-17204,3,socks,books,672,0
sona-17204,4,dress,socks,1,0
sona-17204,5,car,baseball cap,1,0
sona-17204,6,pencil,earrings,1e3,0
sona-17204,7,basketball,athletic clothes,1e3,0
sona-17204,8,lipstick,books,784,0
sona-17204,9,napkin,chocolate,626,0
sona-17204,10,lipstick,baseball cap,429,0
sona-17204,11,books,chocolate,443,0
sona-17204,12,skateboard,socks,226,0
sona-17204,13,dress,earrings,1,0
sona-17204,14,guitar,lipstick,34,0
sona-17204,15,guitar,wallet,989,0
sona-17204,16,ring,beanie,3,0
sona-17204,17,chocolate,baseball cap,898,0
sona-17204,18,jacket,bicycle,1e3,1
sona-17204,19,detergent,lipstick,869,0
sona-17204,20,video games,jacket,357,0
sona-17204,21,jacket,necklace,690,0
sona-17204,22,computer keyboard,chocolate,320,0
sona-17204,23,lipstick,band-aid,264,0
sona-17204,24,smart phone,baseball cap,269,0
sona-17204,25,watch,tie,208,0
sona-17204,26,headphones,backpack,218,0
sona-17204,27,swimming suit,wine,217,0
sona-17204,28,paper notebook,tie,827,0
sona-17204,29,concert tickets,computer keyboard,125,0
sona-17204,30,socks,computer keyboard,791,0
sona-17204,31,smart phone,earrings,156,0
sona-17204,32,dress,sunglasses,166,0
sona-17204,33,shirt,tie,706,0
sona-17204,34,pen,baseball cap,853,0
sona-17204,35,coffee,dishes,776,0
sona-17204,36,lipstick,athletic clothes,730,1
sona-17204,37,jacket,books,191,0
sona-17204,38,wallet,concert tickets,754,0
sona-17204,39,cooking pot,computer keyboard,764,0
sona-17204,40,wallet,bicycle,733,0
sona-17204,41,watch,books,229,0
sona-17204,42,backpack,athletic clothes,185,0
sona-17204,43,laptop,pencil,199,0
sona-17204,44,wine,jacket,674,0
sona-17204,45,desktop computer,jacket,236,0
sona-17204,46,bicycle,athletic clothes,197,0
sona-17204,47,guitar,pants,230,0
sona-17204,48,detergent,pencil,262,0
sona-17204,49,socks,car,1e3,0
sona-17204,50,makeup foundation,sunglasses,858,0
sona-17204,51,band-aid,camera,1e3,0
sona-17204,52,coffee,car,996,0
sona-17204,53,band-aid,athletic clothes,986,0
sona-17204,54,makeup foundation,necklace,848,0
sona-17140,0,scarf,calculator,5,0
sona-17140,1,granola bar,paper notebook,629,0
sona-17140,2,socks,baseball cap,971,0
sona-17140,3,pen,wallet,946,0
sona-17140,4,shirt,makeup foundation,65,0
sona-17140,5,pencil,water bottle,578,0
sona-17140,6,pen,car,1e3,0
sona-17140,7,coffee,wine,964,0
sona-17140,8,shirt,earrings,95,0
sona-17140,9,laptop,concert tickets,155,0
sona-17140,10,sunglasses,laptop,3,0
sona-17140,11,pen,bicycle,970,0
sona-17140,12,headphones,purse,948,0
sona-17140,13,concert tickets,wallet,948,0
sona-17140,14,water bottle,pants,989,0
sona-17140,15,computer keyboard,laptop,876,0
sona-17140,16,swimming suit,glasses,12,0
sona-17140,17,swimming suit,chocolate,23,0
sona-17140,18,necklace,purse,1e3,1
sona-17140,19,swimming suit,baseball cap,19,0
sona-17140,20,napkin,wine,911,0
sona-17140,21,scarf,detergent,3,0
sona-17140,22,glasses,paper notebook,27,0
sona-17140,23,laptop,detergent,17,0
sona-17140,24,scarf,socks,266,0
sona-17140,25,computer keyboard,athletic clothes,970,0
sona-17140,26,headphones,books,391,0
sona-17140,27,baseball cap,coffee,84,0
sona-17140,28,beanie,pen,15,0
sona-17140,29,cooking pot,books,876,0
sona-17140,30,calculator,watch,1e3,0
sona-17140,31,tie,socks,68,0
sona-17140,32,tie,guitar,16,0
sona-17140,33,tie,wine,170,0
sona-17140,34,chocolate,necklace,703,0
sona-17140,35,swimming suit,necklace,105,0
sona-17140,36,socks,laptop,1e3,1
sona-17140,37,scarf,chocolate,100,0
sona-17140,38,sunglasses,swimming suit,1e3,0
sona-17140,39,chocolate,detergent,844,0
sona-17140,40,socks,athletic clothes,1e3,0
sona-17140,41,baseball cap,camera,94,0
sona-17140,42,cooking pot,glasses,860,0
sona-17140,43,cooking pot,lipstick,967,0
sona-17140,44,desktop computer,detergent,162,0
sona-17140,45,ring,glasses,967,0
sona-17140,46,dishes,backpack,851,0
sona-17140,47,pencil,band-aid,419,0
sona-17140,48,ring,books,23,0
sona-17140,49,skateboard,cooking pot,31,0
sona-17140,50,pants,video games,42,0
sona-17140,51,pencil,swimming suit,951,0
sona-17140,52,swimming suit,wallet,904,0
sona-17140,53,calculator,car,987,0
sona-17140,54,guitar,concert tickets,456,0
sona-17086,0,ring,lipstick,701,0
sona-17086,1,paper notebook,calculator,437,0
sona-17086,2,glasses,dress,708,0
sona-17086,3,coffee,desktop computer,433,0
sona-17086,4,dress,necklace,333,0
sona-17086,5,ring,pencil,285,0
sona-17086,6,ring,earrings,690,0
sona-17086,7,athletic clothes,dishes,331,0
sona-17086,8,bicycle,basketball,459,0
sona-17086,9,beanie,backpack,366,0
sona-17086,10,basketball,desktop computer,450,0
sona-17086,11,ring,bicycle,635,0
sona-17086,12,backpack,headphones,594,0
sona-17086,13,necklace,concert tickets,595,0
sona-17086,14,swimming suit,dishes,346,0
sona-17086,15,swimming suit,desktop computer,313,0
sona-17086,16,chocolate,baseball cap,705,0
sona-17086,17,tie,pencil,292,0
sona-17086,18,napkin,paper notebook,627,1
sona-17086,19,car,baseball cap,365,0
sona-17086,20,desktop computer,chocolate,562,0
sona-17086,21,desktop computer,car,607,0
sona-17086,22,bicycle,jacket,655,0
sona-17086,23,jacket,band-aid,363,0
sona-17086,24,dress,concert tickets,227,0
sona-17086,25,bicycle,lipstick,699,0
sona-17086,26,sunglasses,bicycle,313,0
sona-17086,27,headphones,jacket,713,0
sona-17086,28,socks,car,632,0
sona-17086,29,athletic clothes,band-aid,320,0
sona-17086,30,watch,pencil,314,0
sona-17086,31,headphones,concert tickets,670,0
sona-17086,32,skateboard,camera,656,0
sona-17086,33,backpack,concert tickets,662,0
sona-17086,34,tie,pants,694,0
sona-17086,35,calculator,band-aid,622,0
sona-17086,36,shoes,dishes,313,1
sona-17086,37,scarf,sunglasses,664,0
sona-17086,38,purse,earphones,383,0
sona-17086,39,watch,camera,325,0
sona-17086,40,desktop computer,camera,687,0
sona-17086,41,cooking pot,sunglasses,585,0
sona-17086,42,dress,sunglasses,630,0
sona-17086,43,wine,laptop,618,0
sona-17086,44,computer keyboard,band-aid,392,0
sona-17086,45,pencil,car,600,0
sona-17086,46,scarf,basketball,324,0
sona-17086,47,shirt,athletic clothes,610,0
sona-17086,48,shoes,backpack,317,0
sona-17086,49,video games,socks,361,0
sona-17086,50,concert tickets,calculator,371,0
sona-17086,51,glasses,yoga mat,398,0
sona-17086,52,guitar,jacket,403,0
sona-17086,53,watch,calculator,415,0
sona-17086,54,glasses,coffee,365,0
sona-17066,0,detergent,dishes,772,0
sona-17066,1,sunglasses,desktop computer,754,0
sona-17066,2,calculator,desktop computer,760,0
sona-17066,3,watch,calculator,176,0
sona-17066,4,paper notebook,car,828,0
sona-17066,5,camera,books,140,0
sona-17066,6,athletic clothes,water bottle,163,0
sona-17066,7,athletic clothes,video games,198,0
sona-17066,8,glasses,yoga mat,501,0
sona-17066,9,dishes,lipstick,255,0
sona-17066,10,cooking pot,dishes,712,0
sona-17066,11,granola bar,coffee,846,0
sona-17066,12,camera,earrings,613,0
sona-17066,13,guitar,computer keyboard,448,0
sona-17066,14,pencil,concert tickets,592,0
sona-17066,15,desktop computer,lipstick,416,0
sona-17066,16,coffee,books,297,0
sona-17066,17,video games,sunglasses,669,0
sona-17066,18,dress,sunglasses,1e3,1
sona-17066,19,earrings,desktop computer,207,0
sona-17066,20,paper notebook,concert tickets,624,0
sona-17066,21,pants,concert tickets,606,0
sona-17066,22,makeup foundation,camera,671,0
sona-17066,23,jacket,cooking pot,346,0
sona-17066,24,ring,desktop computer,173,0
sona-17066,25,jacket,concert tickets,251,0
sona-17066,26,shirt,granola bar,338,0
sona-17066,27,headphones,concert tickets,376,0
sona-17066,28,purse,sunglasses,310,0
sona-17066,29,guitar,ring,689,0
sona-17066,30,computer keyboard,necklace,628,0
sona-17066,31,napkin,pencil,518,0
sona-17066,32,car,coffee,234,0
sona-17066,33,socks,granola bar,455,0
sona-17066,34,athletic clothes,shoes,360,0
sona-17066,35,socks,car,743,0
sona-17066,36,laptop,concert tickets,1e3,1
sona-17066,37,yoga mat,sunglasses,667,0
sona-17066,38,glasses,band-aid,342,0
sona-17066,39,tie,desktop computer,616,0
sona-17066,40,band-aid,detergent,363,0
sona-17066,41,jacket,sunglasses,671,0
sona-17066,42,paper notebook,calculator,749,0
sona-17066,43,concert tickets,books,248,0
sona-17066,44,earphones,desktop computer,621,0
sona-17066,45,band-aid,pants,704,0
sona-17066,46,scarf,sunglasses,677,0
sona-17066,47,smart phone,books,43,0
sona-17066,48,watch,water bottle,178,0
sona-17066,49,athletic clothes,detergent,183,0
sona-17066,50,concert tickets,desktop computer,685,0
sona-17066,51,jacket,swimming suit,178,0
sona-17066,52,glasses,computer keyboard,333,0
sona-17066,53,laptop,books,148,0
sona-17066,54,laptop,desktop computer,135,0
sona-16942,0,car,smart phone,1,0
sona-16942,1,backpack,pen,1,0
sona-16942,2,dishes,beanie,361,0
sona-16942,3,paper notebook,makeup foundation,765,0
sona-16942,4,computer keyboard,camera,918,0
sona-16942,5,books,guitar,110,0
sona-16942,6,purse,laptop,759,0
sona-16942,7,beanie,scarf,205,0
sona-16942,8,earphones,yoga mat,198,0
sona-16942,9,necklace,athletic clothes,817,0
sona-16942,10,concert tickets,scarf,74,0
sona-16942,11,earphones,scarf,148,0
sona-16942,12,purse,shoes,863,0
sona-16942,13,backpack,ring,968,0
sona-16942,14,laptop,calculator,114,0
sona-16942,15,wallet,guitar,118,0
sona-16942,16,guitar,calculator,27,0
sona-16942,17,swimming suit,chocolate,88,0
sona-16942,18,desktop computer,basketball,74,1
sona-16942,19,granola bar,headphones,998,0
sona-16942,20,pen,jacket,972,0
sona-16942,21,books,skateboard,70,0
sona-16942,22,necklace,concert tickets,911,0
sona-16942,23,cooking pot,purse,919,0
sona-16942,24,athletic clothes,purse,67,0
sona-16942,25,desktop computer,makeup foundation,47,0
sona-16942,26,tie,baseball cap,63,0
sona-16942,27,socks,water bottle,976,0
sona-16942,28,wine,headphones,43,0
sona-16942,29,wine,yoga mat,1,0
sona-16942,30,wine,wallet,11,0
sona-16942,31,band-aid,shoes,971,0
sona-16942,32,detergent,calculator,73,0
sona-16942,33,cooking pot,wallet,930,0
sona-16942,34,dishes,napkin,917,0
sona-16942,35,pen,sunglasses,979,0
sona-16942,36,dishes,detergent,945,1
sona-16942,37,watch,pants,97,0
sona-16942,38,necklace,granola bar,60,0
sona-16942,39,beanie,headphones,936,0
sona-16942,40,bicycle,purse,18,0
sona-16942,41,granola bar,baseball cap,912,0
sona-16942,42,dishes,laptop,934,0
sona-16942,43,books,dress,1,0
sona-16942,44,earphones,sunglasses,975,0
sona-16942,45,books,socks,20,0
sona-16942,46,wine,granola bar,69,0
sona-16942,47,car,sunglasses,32,0
sona-16942,48,detergent,baseball cap,99,0
sona-16942,49,purse,sunglasses,974,0
sona-16942,50,beanie,chocolate,33,0
sona-16942,51,swimming suit,guitar,59,0
sona-16942,52,water bottle,calculator,947,0
sona-16942,53,pen,granola bar,45,0
sona-16942,54,earrings,detergent,88,0
sona-16593,0,socks,desktop computer,774,0
sona-16593,1,guitar,car,969,0
sona-16593,2,car,headphones,1,0
sona-16593,3,makeup foundation,headphones,1,0
sona-16593,4,backpack,band-aid,1,0
sona-16593,5,dress,necklace,1,0
sona-16593,6,desktop computer,detergent,1e3,0
sona-16593,7,makeup foundation,yoga mat,952,0
sona-16593,8,granola bar,watch,932,0
sona-16593,9,guitar,video games,965,0
sona-16593,10,yoga mat,athletic clothes,1e3,0
sona-16593,11,laptop,water bottle,1,0
sona-16593,12,video games,napkin,1e3,0
sona-16593,13,paper notebook,athletic clothes,938,0
sona-16593,14,earrings,band-aid,1e3,0
sona-16593,15,beanie,video games,26,0
sona-16593,16,calculator,tie,1e3,0
sona-16593,17,car,pen,1,0
sona-16593,18,desktop computer,wine,1e3,1
sona-16593,19,yoga mat,napkin,148,0
sona-16593,20,purse,laptop,156,0
sona-16593,21,necklace,sunglasses,773,0
sona-16593,22,chocolate,ring,901,0
sona-16593,23,shirt,watch,1,0
